49.000,29.000,48.000,56.000,24.000,35.000,0
7.000,4.000,48.000,54.000,35.000,44.000,0
56.000,4.000,48.000,49.000,37.000,46.000,0
59.000,49.000,48.000,52.000,45.000,36.000,0
23.000,32.000,48.000,55.000,25.000,35.000,0
67.000,39.000,48.000,36.000,38.000,46.000,0
29.000,28.000,48.000,44.000,23.000,34.000,0
21.000,34.000,48.000,51.000,28.000,39.000,0
2.000,44.000,48.000,46.000,51.000,57.000,0
42.000,4.000,48.000,56.000,18.000,3.000,0
42.000,24.000,48.000,57.000,27.000,37.000,0
25.000,48.000,48.000,44.000,17.000,29.000,0
39.000,32.000,48.000,46.000,24.000,35.000,0
51.000,5.000,48.000,46.000,32.000,35.000,0
22.000,43.000,48.000,48.000,16.000,28.000,0
25.000,4.000,48.000,46.000,44.000,52.000,0
34.000,45.000,48.000,38.000,24.000,35.000,0
44.000,27.000,48.000,55.000,52.000,58.000,0
23.000,4.000,48.000,39.000,28.000,38.000,0
41.000,57.000,48.000,39.000,21.000,32.000,0
4.000,45.000,48.000,38.000,22.000,0.000,0
31.000,23.000,48.000,73.000,5.000,14.000,0
51.000,54.000,48.000,41.000,34.000,43.000,0
3.000,16.000,48.000,56.000,11.000,23.000,0
36.000,39.000,48.000,48.000,22.000,23.000,0
29.000,37.000,48.000,48.000,44.000,52.000,0
25.000,4.000,48.000,47.000,33.000,42.000,0
21.000,51.000,48.000,5.000,32.000,41.000,0
43.000,37.000,48.000,53.000,35.000,44.000,0
43.000,39.000,48.000,47.000,31.000,41.000,0
53.000,38.000,48.000,44.000,26.000,36.000,0
34.000,33.000,48.000,38.000,35.000,44.000,0
56.000,51.000,48.000,34.000,37.000,46.000,0
4.000,29.000,48.000,42.000,35.000,44.000,0
24.000,35.000,48.000,31.000,19.000,31.000,0
36.000,54.000,48.000,41.000,38.000,46.000,0
29.000,52.000,48.000,42.000,29.000,39.000,0
65.000,47.000,48.000,59.000,3.000,4.000,0
32.000,42.000,48.000,35.000,28.000,38.000,0
38.000,46.000,48.000,48.000,22.000,29.000,0
33.000,45.000,48.000,52.000,32.000,41.000,0
3.000,37.000,48.000,59.000,41.000,49.000,0
4.000,5.000,48.000,45.000,39.000,47.000,0
28.000,38.000,48.000,5.000,33.000,42.000,0
61.000,45.000,48.000,48.000,35.000,41.000,0
17.000,38.000,48.000,45.000,42.000,5.000,0
44.000,35.000,48.000,55.000,55.000,61.000,0
43.000,4.000,48.000,39.000,28.000,39.000,0
42.000,35.000,48.000,58.000,15.000,27.000,0
23.000,33.000,48.000,43.000,33.000,43.000,0
37.000,52.000,48.000,42.000,42.000,36.000,0
29.000,3.000,48.000,45.000,3.000,17.000,0
22.000,36.000,48.000,35.000,39.000,47.000,0
23.000,58.000,48.000,37.000,53.000,59.000,0
47.000,47.000,48.000,22.000,16.000,26.000,0
54.000,47.000,48.000,28.000,33.000,42.000,0
51.000,37.000,48.000,35.000,36.000,45.000,0
4.000,35.000,48.000,45.000,33.000,42.000,0
44.000,34.000,48.000,3.000,33.000,43.000,0
42.000,38.000,48.000,54.000,34.000,43.000,0
44.000,56.000,48.000,5.000,46.000,54.000,0
52.000,36.000,48.000,41.000,28.000,38.000,0
36.000,41.000,48.000,48.000,47.000,54.000,0
18.000,3.000,48.000,46.000,24.000,35.000,0
47.000,29.000,48.000,51.000,33.000,43.000,0
24.000,43.000,48.000,54.000,52.000,59.000,0
25.000,37.000,48.000,41.000,33.000,42.000,0
52.000,57.000,48.000,42.000,47.000,54.000,0
25.000,37.000,48.000,43.000,26.000,36.000,0
35.000,48.000,48.000,56.000,4.000,48.000,0
26.000,26.000,48.000,34.000,25.000,35.000,0
44.000,51.000,48.000,47.000,26.000,36.000,0
37.000,5.000,48.000,42.000,36.000,45.000,0
44.000,42.000,48.000,42.000,25.000,2.000,0
24.000,43.000,48.000,37.000,28.000,38.000,0
42.000,3.000,48.000,48.000,26.000,36.000,0
48.000,42.000,48.000,45.000,25.000,35.000,0
41.000,48.000,48.000,51.000,44.000,51.000,0
44.000,28.000,48.000,43.000,27.000,37.000,0
29.000,41.000,48.000,48.000,38.000,46.000,0
34.000,28.000,48.000,41.000,35.000,44.000,0
41.000,43.000,48.000,45.000,31.000,41.000,0
29.000,47.000,48.000,41.000,23.000,34.000,0
34.000,55.000,48.000,58.000,31.000,41.000,0
36.000,56.000,48.000,43.000,45.000,53.000,0
4.000,46.000,48.000,52.000,49.000,56.000,0
5.000,49.000,48.000,49.000,46.000,53.000,0
52.000,44.000,48.000,37.000,36.000,42.000,0
5.000,51.000,48.000,27.000,23.000,34.000,0
53.000,42.000,48.000,16.000,29.000,39.000,0
34.000,46.000,48.000,52.000,35.000,44.000,0
4.000,42.000,48.000,37.000,27.000,27.000,0
41.000,43.000,48.000,5.000,24.000,25.000,0
3.000,45.000,48.000,36.000,21.000,32.000,0
31.000,47.000,48.000,29.000,28.000,39.000,0
64.000,76.000,48.000,45.000,35.000,38.000,0
35.000,37.000,48.000,3.000,34.000,43.000,0
57.000,54.000,48.000,37.000,28.000,33.000,0
65.000,55.000,48.000,34.000,37.000,28.000,0
51.000,46.000,48.000,58.000,31.000,41.000,0
38.000,4.000,48.000,63.000,25.000,35.000,0
24.000,57.000,48.000,63.000,34.000,43.000,0
38.000,26.000,48.000,54.000,16.000,28.000,0
33.000,47.000,48.000,53.000,18.000,29.000,0
24.000,34.000,48.000,38.000,3.000,4.000,0
26.000,5.000,48.000,44.000,32.000,41.000,0
44.000,49.000,48.000,39.000,38.000,4.000,0
43.000,32.000,48.000,33.000,45.000,52.000,0
49.000,43.000,48.000,49.000,3.000,4.000,0
47.000,28.000,48.000,56.000,2.000,25.000,0
32.000,33.000,48.000,6.000,6.000,2.000,0
34.000,35.000,48.000,51.000,49.000,56.000,0
35.000,34.000,48.000,46.000,3.000,27.000,0
38.000,3.000,48.000,43.000,29.000,39.000,0
38.000,44.000,48.000,43.000,2.000,31.000,0
41.000,51.000,48.000,58.000,2.000,31.000,0
34.000,42.000,48.000,41.000,34.000,43.000,0
51.000,49.000,48.000,53.000,14.000,26.000,0
25.000,51.000,48.000,37.000,42.000,5.000,0
29.000,28.000,48.000,5.000,42.000,5.000,0
25.000,26.000,48.000,39.000,32.000,42.000,0
24.000,41.000,48.000,49.000,23.000,34.000,0
17.000,39.000,48.000,53.000,3.000,39.000,0
4.000,31.000,48.000,41.000,29.000,39.000,0
61.000,36.000,48.000,49.000,35.000,44.000,0
34.000,51.000,48.000,44.000,37.000,46.000,0
28.000,33.000,48.000,45.000,22.000,33.000,0
4.000,46.000,48.000,42.000,35.000,44.000,0
23.000,34.000,48.000,43.000,26.000,37.000,0
37.000,44.000,48.000,42.000,39.000,47.000,0
0.000,38.000,48.000,42.000,48.000,55.000,0
39.000,31.000,48.000,38.000,34.000,43.000,0
3.000,44.000,48.000,49.000,22.000,33.000,0
27.000,3.000,48.000,71.000,28.000,39.000,0
17.000,52.000,48.000,49.000,37.000,46.000,0
36.000,42.000,48.000,53.000,32.000,41.000,0
3.000,37.000,48.000,43.000,18.000,3.000,0
26.000,4.000,48.000,36.000,26.000,37.000,0
4.000,41.000,48.000,55.000,22.000,33.000,0
22.000,34.000,48.000,42.000,29.000,39.000,0
44.000,35.000,48.000,44.000,52.000,59.000,0
27.000,42.000,48.000,37.000,38.000,43.000,0
16.000,43.000,48.000,54.000,27.000,37.000,0
6.000,61.000,48.000,49.000,92.000,37.000,0
44.000,52.000,48.000,43.000,47.000,54.000,0
63.000,47.000,48.000,51.000,82.000,84.000,0
23.000,48.000,48.000,59.000,88.000,89.000,0
34.000,49.000,48.000,58.000,85.000,8.000,0
43.000,4.000,48.000,58.000,75.000,78.000,0
46.000,61.000,48.000,48.000,86.000,87.000,0
27.000,35.000,48.000,51.000,77.000,79.000,0
52.000,39.000,48.000,65.000,71.000,73.000,0
29.000,47.000,48.000,71.000,65.000,69.000,0
55.000,47.000,48.000,57.000,78.000,8.000,0
12.000,67.000,48.000,74.000,58.000,63.000,0
4.000,5.000,48.000,65.000,82.000,84.000,0
73.000,36.000,48.000,53.000,91.000,92.000,0
84.000,44.000,48.000,48.000,71.000,74.000,0
48.000,45.000,48.000,6.000,78.000,8.000,0
54.000,49.000,48.000,4.000,87.000,88.000,0
48.000,41.000,48.000,51.000,9.000,88.000,0
5.000,66.000,48.000,31.000,92.000,92.000,0
72.000,46.000,48.000,51.000,66.000,7.000,0
47.000,55.000,48.000,58.000,71.000,75.000,0
33.000,56.000,48.000,33.000,78.000,8.000,0
64.000,58.000,48.000,48.000,78.000,73.000,0
54.000,57.000,48.000,56.000,81.000,83.000,0
47.000,59.000,48.000,52.000,76.000,79.000,0
63.000,5.000,48.000,59.000,85.000,86.000,0
49.000,42.000,48.000,53.000,79.000,81.000,0
31.000,5.000,48.000,57.000,84.000,85.000,0
74.000,44.000,48.000,55.000,88.000,89.000,0
33.000,45.000,48.000,45.000,88.000,89.000,0
45.000,4.000,48.000,61.000,74.000,77.000,0
71.000,4.000,48.000,71.000,7.000,74.000,0
5.000,37.000,48.000,66.000,64.000,69.000,0
66.000,53.000,48.000,59.000,66.000,66.000,0
6.000,61.000,48.000,54.000,67.000,71.000,0
83.000,37.000,48.000,61.000,71.000,74.000,0
34.000,51.000,48.000,67.000,9.000,9.000,0
63.000,54.000,48.000,65.000,79.000,81.000,0
7.000,4.000,48.000,56.000,86.000,83.000,0
6.000,5.000,1.000,54.000,77.000,8.000,0
16.000,51.000,48.000,33.000,39.000,48.000,0
74.000,7.000,48.000,66.000,65.000,69.000,0
2.000,46.000,48.000,57.000,78.000,81.000,0
89.000,55.000,48.000,51.000,72.000,76.000,0
7.000,46.000,48.000,56.000,78.000,73.000,0
12.000,43.000,48.000,63.000,7.000,74.000,0
61.000,52.000,48.000,54.000,67.000,52.000,0
33.000,37.000,48.000,46.000,65.000,69.000,0
63.000,65.000,48.000,66.000,67.000,71.000,0
41.000,51.000,48.000,53.000,75.000,78.000,0
34.000,67.000,48.000,52.000,76.000,79.000,0
58.000,34.000,48.000,56.000,87.000,81.000,0
59.000,56.000,48.000,55.000,8.000,82.000,0
51.000,4.000,48.000,57.000,62.000,67.000,0
5.000,57.000,48.000,71.000,61.000,66.000,0
6.000,46.000,48.000,45.000,81.000,83.000,0
37.000,47.000,48.000,39.000,76.000,79.000,0
58.000,55.000,48.000,57.000,7.000,74.000,0
36.000,47.000,48.000,51.000,69.000,72.000,0
39.000,41.000,48.000,52.000,72.000,75.000,0
35.000,51.000,48.000,61.000,71.000,74.000,0
31.000,44.000,48.000,5.000,79.000,82.000,0
61.000,66.000,48.000,46.000,87.000,88.000,0
48.000,49.000,48.000,52.000,77.000,71.000,0
11.000,5.000,48.000,58.000,72.000,68.000,0
31.000,36.000,48.000,58.000,94.000,94.000,0
68.000,51.000,48.000,71.000,75.000,78.000,0
69.000,39.000,48.000,57.000,76.000,79.000,0
52.000,54.000,48.000,62.000,76.000,79.000,0
46.000,59.000,48.000,36.000,76.000,23.000,0
36.000,45.000,48.000,38.000,79.000,17.000,0
0.000,51.000,48.000,35.000,67.000,44.000,0
1.000,49.000,48.000,41.000,67.000,21.000,0
3.000,51.000,48.000,42.000,61.000,34.000,0
61.000,47.000,48.000,0.000,8.000,32.000,0
63.000,75.000,48.000,64.000,73.000,66.000,0
71.000,52.000,48.000,64.000,1.000,99.000,0
78.000,68.000,48.000,83.000,4.000,29.000,1
63.000,69.000,48.000,65.000,41.000,28.000,1
67.000,88.000,48.000,73.000,5.000,25.000,1
61.000,75.000,48.000,51.000,33.000,33.000,1
67.000,84.000,48.000,74.000,54.000,37.000,1
74.000,9.000,48.000,57.000,53.000,29.000,1
73.000,84.000,48.000,86.000,58.000,29.000,1
75.000,76.000,48.000,83.000,57.000,3.000,1
77.000,57.000,48.000,88.000,53.000,2.000,1
74.000,78.000,48.000,75.000,54.000,15.000,1
68.000,76.000,48.000,84.000,45.000,27.000,1
56.000,68.000,48.000,77.000,36.000,45.000,1
65.000,51.000,48.000,66.000,54.000,33.000,1
52.000,81.000,48.000,72.000,38.000,38.000,1
64.000,57.000,48.000,7.000,33.000,26.000,1
6.000,76.000,1.000,77.000,59.000,52.000,1
69.000,59.000,48.000,77.000,39.000,21.000,1
63.000,49.000,48.000,79.000,45.000,28.000,1
71.000,71.000,48.000,68.000,43.000,36.000,1
68.000,63.000,48.000,73.000,4.000,3.000,1
